doc_id	word_id	word	pos	mention_ids	entity_ids
0956	6	the	DT	16	0956:30
0956	7	U.S.	NNP	16	0956:30
0956	8	are	VBP		
0956	9	largely	RB		
0956	10	regional	JJ		
0956	11	affairs	NNS		
0956	12	,	,		
0956	13	but	CC		
0956	14	the	DT	17	0956:26
0956	15	Tokyo	NNP	17 18	0956:26 0956:18
0956	16	show	NN	17	0956:26
0956	17	is	VBZ		
0956	18	international	JJ		
0956	19	.	.		
0956	0	Virtually	RB		
0956	1	every	DT		
0956	2	automotive	JJ		
0956	3	analyst	NN		
0956	4	in	IN		
0956	5	New	NNP		
0956	6	York	NNP		
0956	7	showed	VBD		
0956	8	up	IN		
0956	9	.	.		
0956	0	Detroit	NNP	19	0956:3
0956	1	-	HYPH		
0956	2	to	IN		
0956	3	-	HYPH		
0956	4	Tokyo	NNP	20	0956:18
0956	5	flights	NNS		
0956	6	were	VBD		
0956	7	booked	VBN		
0956	8	solid	RB		
0956	9	this	DT		
0956	10	week	NN		
0956	11	as	IN		
0956	12	Motor	NNP	21	0956:3
0956	13	City	NNP	21	0956:3
0956	14	executives	NNS		
0956	15	,	,		
0956	16	including	VBG		
0956	17	Ford	NNP	22	0956:7
0956	18	Motor	NNP	22	0956:7
0956	19	Co.	NNP	22	0956:7
0956	20	Chairman	NNP		
0956	21	Donald	NNP		
0956	22	E.	NNP		
0956	23	Petersen	NNP		
0956	24	and	CC		
0956	25	Chrysler	NNP	23	0956:16
0956	26	Corp.	NNP	23	0956:16
0956	27	Vice	NNP		
0956	28	Chairman	NNP		
0956	29	Gerald	NNP		
0956	30	Greenwald	NNP		
0956	31	,	,		
0956	32	flocked	VBD		
0956	33	to	TO		
0956	34	see	VB		
0956	35	the	DT		
0956	36	future	NN		
0956	37	.	.		
0956	0	Even	RB	24	0956:28
0956	1	the	DT	24	0956:28
0956	2	Soviet	NNP	24	0956:28
0956	3	Union	NNP	24	0956:28
0956	4	came	VBD		
0956	5	,	,		
0956	6	for	IN		
0956	7	the	DT		
0956	8	first	JJ		
0956	9	time	NN		
0956	10	in	IN		
0956	11	24	CD		
0956	12	years	NNS		
0956	13	,	,		
0956	14	to	TO		
0956	15	show	VB		
0956	16	off	RP		
0956	17	its	PRP$	25	0956:28
0956	18	Lada	NNP		
0956	19	Niva	NNP		
0956	20	sedan	NN		
0956	21	and	CC		
0956	22	its	PRP$	26	0956:28
0956	23	futuristic	JJ		
0956	24	dark	RB		
0956	25	-	HYPH		
0956	26	blue	JJ		
0956	27	``	``		
0956	28	Kompakt	NNP		
0956	29	''	''		
0956	30	model	NN		
0956	31	.	.		
0956	0	Here	RB		
0956	1	's	VBZ		
0956	2	a	DT		
0956	3	firsthand	JJ		
0956	4	look	NN		
0956	5	at	IN		
0956	6	what	WP		
0956	7	the	DT		
0956	8	Japanese	JJ		
0956	9	hosts	NNS		
0956	10	sported	VBD		
0956	11	,	,		
0956	12	and	CC		
0956	13	what	WP		
0956	14	the	DT		
0956	15	foreign	JJ		
0956	16	visitors	NNS		
0956	17	saw	VBD		
0956	18	.	.		
0956	0	New	NNP		
0956	1	Technology	NNP		
0956	0	The	DT		
0956	1	hottest	JJS		
0956	2	displays	NNS		
0956	3	were	VBD		
0956	4	items	NNS	27	0956:9
0956	5	that	WDT	27	0956:9
0956	6	insulate	VBP	27	0956:9
0956	7	passengers	NNS	27	0956:9
0956	8	from	IN	27	0956:9
0956	9	bumps	NNS	27	0956:9
0956	10	,	,	27	0956:9
0956	11	potholes	NNS	27	0956:9
0956	12	and	CC	27	0956:9
0956	13	other	JJ	27	0956:9
0956	14	rigors	NNS	27	0956:9
0956	15	of	IN	27	0956:9
0956	16	the	DT	27	0956:9
0956	17	road	NN	27	0956:9
0956	18	.	.		
0956	0	These	DT	28	0956:9
0956	1	``	``	28	0956:9
0956	2	active	JJ	28	0956:9
0956	3	suspension	NN	28	0956:9
0956	4	systems	NNS	28	0956:9
0956	5	''	''	28	0956:9
0956	6	electronically	RB		
0956	7	sense	VBP		
0956	8	road	NN		
0956	9	conditions	NNS		
0956	10	and	CC		
0956	11	adjust	VBP		
0956	12	a	DT		
0956	13	car	NN		
0956	14	's	POS		
0956	15	ride	NN		
0956	16	.	.		
0956	0	Existing	VBG		
0956	1	suspension	NN		
0956	2	systems	NNS		
0956	3	try	VBP		
0956	4	to	TO		
0956	5	absorb	VB		
0956	6	bounces	NNS	29	0956:21
0956	7	,	,		
0956	8	but	CC		
0956	9	active	JJ		
0956	10	suspension	NN		
0956	11	provides	VBZ		
0956	12	power	NN		
0956	13	to	TO		
0956	14	counter	VB		
0956	15	the	DT	30	0956:21
0956	16	jolts	NNS	30	0956:21
0956	17	.	.		
0956	0	Nissan	NNP	31	0956:22
0956	1	,	,		
0956	2	in	IN		
0956	3	a	DT		
0956	4	34	CD		
0956	5	-	HYPH		
0956	6	page	NN		
0956	7	tract	NN		
0956	8	,	,		
0956	9	modestly	RB		
0956	10	compares	VBZ		
0956	11	its	PRP$	32	0956:22
0956	12	``	``		
0956	13	hydraulic	JJ		
0956	14	active	JJ		
0956	15	suspension	NN		
0956	16	''	''		
0956	17	to	IN		
0956	18	a	DT	33	0956:12
0956	19	cheetah	NN	33	0956:12
0956	20	,	,		
0956	21	and	CC		
0956	22	equates	VBZ		
0956	23	the	DT		
0956	24	various	JJ		
0956	25	parts	NNS		
0956	26	to	IN		
0956	27	the	DT	34	0956:12
0956	28	animal	NN	34	0956:12
0956	29	's	POS	34	0956:12
0956	30	heart	NN		
0956	31	,	,		
0956	32	brain	NN		
0956	33	,	,		
0956	34	nerves	NNS		
0956	35	and	CC		
0956	36	blood	NN		
0956	37	vessels	NNS		
0956	38	.	.		
0956	0	Toyota	NNP	35	0956:13
0956	1	Motor	NNP	35	0956:13
0956	2	Corp.	NNP	35	0956:13
0956	3	grandly	RB		
0956	4	touted	VBD		
0956	5	its	PRP$	36	0956:13
0956	6	system	NN		
0956	7	in	IN		
0956	8	a	DT		
0956	9	car	NN		
0956	10	that	WDT		
0956	11	splits	VBZ		
0956	12	in	IN		
0956	13	half	DT		
0956	14	to	TO		
0956	15	reveal	VB		
0956	16	the	DT		
0956	17	suspension	NN		
0956	18	's	POS		
0956	19	inner	JJ		
0956	20	workings	NNS		
0956	21	.	.		
0956	0	Nissan	NNP	37	0956:22
0956	1	says	VBZ		
0956	2	it	PRP	38	0956:22
0956	3	will	MD		
0956	4	introduce	VB		
0956	5	its	PRP$	39	0956:22
0956	6	first	JJ		
0956	7	system	NN		
0956	8	next	JJ		
0956	9	month	NN		
0956	10	on	IN		
0956	11	the	DT		
0956	12	Infiniti	NNP		
0956	13	Q45	NNP		
0956	14	luxury	NN		
0956	15	sedan	NN		
0956	16	,	,		
0956	17	and	CC		
0956	18	Toyota	NNP	40	0956:13
0956	19	's	POS	40	0956:13
0956	20	Celica	NNP		
0956	21	coupe	NN		
0956	22	will	MD		
0956	23	go	VB		
0956	24	on	IN		
0956	25	sale	NN		
0956	26	with	IN		
0956	27	the	DT		
0956	28	suspension	NN		
0956	29	device	NN		
0956	30	next	IN		
0956	31	spring	NN		
0956	32	.	.		
0956	0	But	CC		
0956	1	drivers	NNS		
0956	2	in	IN		
0956	3	the	DT	41	0956:30
0956	4	U.S.	NNP	41	0956:30
0956	5	must	MD		
0956	6	wait	VB		
0956	7	:	:		
0956	8	The	DT	42	0956:8
0956	9	Japanese	NNP	42	0956:8
0956	10	,	,		
0956	11	for	IN		
0956	12	now	RB		
0956	13	,	,		
0956	14	are	VBP		
0956	15	keeping	VBG		
0956	16	active	JJ		
0956	17	suspension	NN		
0956	18	for	IN		
0956	19	domestic	JJ		
0956	20	use	NN		
0956	21	only	RB		
0956	22	.	.		
0956	0	And	CC		
0956	1	Detroit	NNP	43 44	0956:3 0956:20
0956	2	's	POS	43 44	0956:3 0956:20
0956	3	Big	NNP	44	0956:20
0956	4	Three	NNP	44	0956:20
0956	5	auto	NN	44	0956:20
0956	6	makers	NNS	44	0956:20
0956	7	say	VBP		
0956	8	their	PRP$	45	0956:20
0956	9	systems	NNS		
0956	10	are	VBP		
0956	11	still	RB		
0956	12	under	IN		
0956	13	development	NN		
0956	14	.	.		
0956	0	In	IN		
0956	1	the	DT		
0956	2	engine	NN		
0956	3	department	NN		
0956	4	,	,		
0956	5	several	JJ		
0956	6	companies	NNS		
0956	7	displayed	VBD		
0956	8	experimental	JJ		
0956	9	models	NNS		
0956	10	that	IN		
0956	11	within	IN		
0956	12	a	DT		
0956	13	decade	NN		
0956	14	could	MD		
0956	15	provide	VB		
0956	16	power	NN		
0956	17	equal	JJ		
0956	18	to	IN		
0956	19	today	NN		
0956	20	's	POS		
0956	21	engines	NNS		
0956	22	and	CC		
0956	23	yet	RB		
0956	24	take	VB		
0956	25	up	RP		
0956	26	only	RB		
0956	27	half	PDT		
0956	28	the	DT		
0956	29	space	NN		
0956	30	,	,		
0956	31	allowing	VBG		
0956	32	for	IN		
0956	33	shorter	JJR		
0956	34	hoods	NNS		
0956	35	.	.		
0956	0	In	IN		
0956	1	the	DT		
0956	2	so	RB		
0956	3	-	HYPH		
0956	4	called	VBN		
0956	5	two	CD		
0956	6	-	HYPH		
0956	7	stroke	NN		
0956	8	engines	NNS		
0956	9	,	,		
0956	10	which	WDT		
0956	11	are	VBP		
0956	12	expected	VBN		
0956	13	to	TO		
0956	14	get	VB		
0956	15	sharply	RB		
0956	16	higher	JJR		
0956	17	gas	NN		
0956	18	mileage	NN		
0956	19	,	,		
0956	20	each	DT		
0956	21	piston	NN		
0956	22	goes	VBZ		
0956	23	up	IN		
0956	24	and	CC		
0956	25	down	IN		
0956	26	only	RB		
0956	27	once	RB		
0956	28	to	TO		
0956	29	provide	VB		
0956	30	power	NN		
0956	31	.	.		
0956	0	By	IN		
0956	1	contrast	NN		
0956	2	,	,		
0956	3	the	DT		
0956	4	pistons	NNS		
0956	5	in	IN		
0956	6	conventional	JJ		
0956	7	four	CD		
0956	8	-	HYPH		
0956	9	stroke	NN		
0956	10	engines	NNS		
0956	11	must	MD		
0956	12	move	VB		
0956	13	up	IN		
0956	14	and	CC		
0956	15	down	IN		
0956	16	twice	RB		
0956	17	in	IN		
0956	18	each	DT		
0956	19	power	NN		
0956	20	cycle	NN		
0956	21	.	.		
0956	0	The	DT		
0956	1	two	CD		
0956	2	-	HYPH		
0956	3	stroke	NN		
0956	4	engine	NN		
0956	5	displays	NNS		
0956	6	by	IN		
0956	7	Toyota	NNP		
0956	8	and	CC		
0956	9	Fuji	NNP		
0956	10	Heavy	NNP		
0956	11	Industries	NNPS		
0956	12	,	,		
0956	13	the	DT		
0956	14	maker	NN		
0956	15	of	IN		
0956	16	Subaru	NNP		
0956	17	cars	NNS		
0956	18	,	,		
0956	19	drew	VBD		
0956	20	plenty	JJ		
0956	21	of	IN		
0956	22	interest	NN		
0956	23	from	IN		
0956	24	U.S.	NNP		
0956	25	auto	NN		
0956	26	executives	NNS		
0956	27	,	,		
0956	28	who	WP		
0956	29	are	VBP		
0956	30	rushing	VBG		
0956	31	to	TO		
0956	32	develop	VB		
0956	33	two	CD		
0956	34	-	HYPH		
0956	35	stroke	NN		
0956	36	engines	NNS		
0956	37	.	.		
0956	0	Honda	NNP	46	0956:24
0956	1	Motor	NNP	46	0956:24
0956	2	Co.	NNP	46	0956:24
0956	3	shows	VBZ		
0956	4	a	DT	47	0956:11
0956	5	more	RBR	47	0956:11
0956	6	conventional	JJ	47	0956:11
0956	7	five	CD	47	0956:11
0956	8	-	HYPH	47	0956:11
0956	9	cylinder	NN	47	0956:11
0956	10	engine	NN	47	0956:11
0956	11	in	IN		
0956	12	the	DT		
0956	13	new	JJ		
0956	14	Accord	NNP		
0956	15	Inspire	NNP		
0956	16	model	NN		
0956	17	,	,		
0956	18	which	WDT		
0956	19	made	VBD		
0956	20	its	PRP$		
0956	21	debut	NN		
0956	22	just	RB		
0956	23	this	DT		
0956	24	month	NN		
0956	25	--	:		
0956	26	in	IN		
0956	27	Japan	NNP	48	0956:14
0956	28	only	RB		
0956	29	.	.		
0956	0	Honda	NNP	49	0956:24
0956	1	says	VBZ		
0956	2	the	DT	50	0956:11
0956	3	five	CD	50	0956:11
0956	4	-	HYPH	50	0956:11
0956	5	cylinder	NN	50	0956:11
0956	6	engine	NN	50	0956:11
0956	7	provides	VBZ		
0956	8	a	DT		
0956	9	compromise	NN		
0956	10	between	IN		
0956	11	the	DT		
0956	12	fuel	NN		
0956	13	-	HYPH		
0956	14	economy	NN		
0956	15	of	IN		
0956	16	a	DT		
0956	17	four	CD		
0956	18	-	HYPH		
0956	19	cylinder	NN		
0956	20	,	,		
0956	21	and	CC		
0956	22	the	DT		
0956	23	power	NN		
0956	24	of	IN		
0956	25	a	DT		
0956	26	V	NN		
0956	27	-	HYPH		
0956	28	6	CD		
0956	29	.	.		
0956	0	It	PRP	51	0956:11
0956	1	is	VBZ		
0956	2	rumored	VBN		
0956	3	to	TO		
0956	4	be	VB		
0956	5	bound	VBN		
0956	6	for	IN		
0956	7	a	DT		
0956	8	new	JJ		
0956	9	model	NN		
0956	10	in	IN		
0956	11	the	DT		
0956	12	luxury	NN		
0956	13	Acura	NNP		
0956	14	line	NN		
0956	15	in	IN		
0956	16	the	DT	52	0956:30
0956	17	U.S.	NNP	52	0956:30
0956	18	,	,		
0956	19	but	CC		
0956	20	Honda	NNP	53	0956:24
0956	21	officials	NNS		
0956	22	would	MD		
0956	23	n't	RB		
0956	24	comment	VB		
0956	25	.	.		
0956	0	Odd	NNP		
0956	1	Cars	NNPS		
0956	2	,	,		
0956	3	Funny	NNP		
0956	4	Names	NNPS		
0956	0	There	EX		
0956	1	's	VBZ		
0956	2	plenty	NN		
0956	3	of	IN		
0956	4	whimsy	NN	54	0956:6
0956	5	here	RB		
0956	6	,	,		
0956	7	but	CC		
0956	8	it	PRP		
0956	9	is	VBZ		
0956	10	n't	RB		
0956	11	always	RB		
0956	12	clear	JJ		
0956	13	whether	IN		
0956	14	it	PRP	55	0956:6
0956	15	's	VBZ		
0956	16	intentional	JJ		
0956	17	.	.		
0956	0	The	DT	56	0956:26
0956	1	show	NN	56	0956:26
0956	2	's	POS	56	0956:26
0956	3	symbol	NN		
0956	4	is	VBZ		
0956	5	a	DT		
0956	6	woman	NN		
0956	7	riding	VBG		
0956	8	on	IN		
0956	9	a	DT		
0956	10	snail	NN		
0956	11	,	,		
0956	12	not	RB		
0956	13	your	PRP$		
0956	14	usual	JJ		
0956	15	metaphor	NN		
0956	16	for	IN		
0956	17	speed	NN		
0956	18	and	CC		
0956	19	agility	NN		
0956	20	.	.		
0956	0	But	CC		
0956	1	the	DT	57	0956:25
0956	2	sponsors	NNS	57	0956:25
0956	3	have	VBP		
0956	4	an	DT		
0956	5	explanation	NN		
0956	6	:	:		
0956	7	``	``		
0956	8	Through	IN		
0956	9	the	DT		
0956	10	character	NN		
0956	11	associated	VBN		
0956	12	with	IN		
0956	13	a	DT		
0956	14	snail	NN		
0956	15	,	,		
0956	16	''	''		
0956	17	they	PRP	58	0956:25
0956	18	say	VBP		
0956	19	,	,		
0956	20	``	``		
0956	21	important	JJ		
0956	22	values	NNS		
0956	23	such	JJ		
0956	24	as	IN		
0956	25	harmony	NN		
0956	26	with	IN		
0956	27	nature	NN		
0956	28	and	CC		
0956	29	aspirations	NNS		
0956	30	for	IN		
0956	31	the	DT		
0956	32	future	NN		
0956	33	are	VBP		
0956	34	sought	VBN		
0956	35	.	.		
0956	36	''	''		
0956	0	Japanese	JJ		
0956	1	auto	NN		
0956	2	makers	NNS		
0956	3	are	VBP		
0956	4	known	VBN		
0956	5	for	IN		
0956	6	coming	VBG		
0956	7	up	RP		
0956	8	with	IN		
0956	9	funny	JJ		
0956	10	names	NNS		
0956	11	,	,		
0956	12	but	CC		
0956	13	this	DT		
0956	14	year	NN		
0956	15	the	DT		
0956	16	practice	NN		
0956	17	seems	VBZ		
0956	18	to	TO		
0956	19	have	VB		
0956	20	reached	VBN		
0956	21	a	DT		
0956	22	new	JJ		
0956	23	high	NN		
0956	24	--	:		
0956	25	or	CC		
0956	26	low	NN		
0956	27	.	.		
0956	0	Honda	NNP	59	0956:24
0956	1	has	VBZ		
0956	2	a	DT		
0956	3	tiny	JJ		
0956	4	motorcycle	NN		
0956	5	called	VBN		
0956	6	the	DT		
0956	7	Monkey	NNP		
0956	8	,	,		
0956	9	and	CC		
0956	10	a	DT		
0956	11	slightly	RB		
0956	12	larger	JJR		
0956	13	cousin	NN		
0956	14	,	,		
0956	15	the	DT		
0956	16	Gorilla	NNP		
0956	17	.	.		
0956	0	Mitsubishi	NNP	60	0956:10
0956	1	has	VBZ		
0956	2	a	DT		
0956	3	futuristic	JJ		
0956	4	delivery	NN		
0956	5	truck	NN		
0956	6	called	VBN		
0956	7	the	DT		
0956	8	Guppy	NNP		
0956	9	.	.		
0956	0	Mazda	NNP	61	0956:27
0956	1	has	VBZ		
0956	2	the	DT		
0956	3	Bongo	NNP		
0956	4	truck	NN		
0956	5	and	CC		
0956	6	,	,		
0956	7	under	IN		
0956	8	its	PRP$	62	0956:27
0956	9	Autozam	NNP		
0956	10	nameplate	NN		
0956	11	,	,		
0956	12	a	DT		
0956	13	``	``		
0956	14	microvan	NN		
0956	15	''	''		
0956	16	called	VBN		
0956	17	the	DT		
0956	18	Scrum	NNP		
0956	19	.	.		
0956	0	Its	PRP$	63	0956:27
0956	1	buglike	JJ		
0956	2	Carol	NNP		
0956	3	minicar	NN		
0956	4	is	VBZ		
0956	5	``	``		
0956	6	designed	VBN		
0956	7	with	IN		
0956	8	softness	NN		
0956	9	,	,		
0956	10	gentleness	NN		
0956	11	and	CC		
0956	12	warmheartedness	NN		
0956	13	.	.		
0956	14	''	''		
0956	0	But	CC		
0956	1	the	DT		
0956	2	court	NN		
0956	3	jester	NN		
0956	4	appears	VBZ		
0956	5	to	TO		
0956	6	be	VB		
0956	7	Japan	NNP	64 65	0956:0 0956:14
0956	8	's	POS	64 65	0956:0 0956:14
0956	9	smallest	JJS	64	0956:0
0956	10	car	NN	64	0956:0
0956	11	maker	NN	64	0956:0
0956	12	,	,	64	0956:0
0956	13	Daihatsu	NNP	64	0956:0
0956	14	Motor	NNP	64	0956:0
0956	15	Co	NNP	64	0956:0
0956	16	.	.		
0956	0	One	CD		
0956	1	of	IN		
0956	2	its	PRP$	66	0956:0
0956	3	futuristic	JJ		
0956	4	concepts	NNS		
0956	5	is	VBZ		
0956	6	the	DT		
0956	7	bubblelike	JJ		
0956	8	Sneaker	NNP		
0956	9	,	,		
0956	10	which	WDT		
0956	11	seats	VBZ		
0956	12	just	RB		
0956	13	one	CD		
0956	14	person	NN		
0956	15	in	IN		
0956	16	front	NN		
0956	17	and	CC		
0956	18	could	MD		
0956	19	hold	VB		
0956	20	a	DT		
0956	21	small	JJ		
0956	22	child	NN		
0956	23	and	CC		
0956	24	bag	NN		
0956	25	of	IN		
0956	26	groceries	NNS		
0956	27	in	IN		
0956	28	the	DT		
0956	29	rear	NN		
0956	30	.	.		
0956	0	Daihatsu	NNP	67	0956:0
0956	1	also	RB		
0956	2	has	VBZ		
0956	3	the	DT		
0956	4	Fellow	NNP		
0956	5	90	CD		
0956	6	,	,		
0956	7	the	DT		
0956	8	Leeza	NNP		
0956	9	Spider	NNP		
0956	10	and	CC		
0956	11	the	DT		
0956	12	Hijet	NNP		
0956	13	Dumbo	NNP		
0956	14	.	.		
0956	0	The	DT		
0956	1	jokes	NNS		
0956	2	are	VBP		
0956	3	n't	RB		
0956	4	just	RB		
0956	5	on	IN		
0956	6	the	DT	68	0956:8
0956	7	Japanese	NNP	68	0956:8
0956	8	,	,		
0956	9	though	RB		
0956	10	.	.		
0956	0	Regie	NNP		
0956	1	Nationale	NNP		
0956	2	des	NNP		
0956	3	Usines	NNP		
0956	4	Renault	NNP		
0956	5	,	,		
0956	6	the	DT		
0956	7	French	JJ		
0956	8	auto	NN		
0956	9	maker	NN		
0956	10	,	,		
0956	11	has	VBZ		
0956	12	a	DT		
0956	13	concept	NN		
0956	14	car	NN		
0956	15	called	VBN		
0956	16	the	DT	69	0956:19
0956	17	Megane	NNP	69	0956:19
0956	18	.	.		
0956	0	The	DT	70	0956:19
0956	1	name	NN	70	0956:19
0956	2	is	VBZ		
0956	3	supposed	VBN		
0956	4	to	TO		
0956	5	connote	VB		
0956	6	feminine	JJ		
0956	7	grandeur	NN		
0956	8	,	,		
0956	9	but	CC		
0956	10	in	IN		
0956	11	Japanese	NNP		
0956	12	it	PRP	71	0956:19
